problem,solution
uuf75-0100.cnf,unsat
uuf75-010.cnf,unsat
uuf75-011.cnf,unsat
uuf75-012.cnf,unsat
uuf75-013.cnf,unsat
uuf75-014.cnf,unsat
uuf75-015.cnf,unsat
uuf75-016.cnf,unsat
uuf75-017.cnf,unsat
uuf75-018.cnf,unsat
uuf75-019.cnf,unsat
uuf75-01.cnf,unsat
uuf75-020.cnf,unsat
uuf75-021.cnf,unsat
uuf75-022.cnf,unsat
uuf75-023.cnf,unsat
uuf75-024.cnf,unsat
uuf75-025.cnf,unsat
uuf75-026.cnf,unsat
uuf75-027.cnf,unsat
uuf75-028.cnf,unsat
uuf75-029.cnf,unsat
uuf75-02.cnf,unsat
uuf75-030.cnf,unsat
uuf75-031.cnf,unsat
uuf75-032.cnf,unsat
uuf75-033.cnf,unsat
uuf75-034.cnf,unsat
uuf75-035.cnf,unsat
uuf75-036.cnf,unsat
uuf75-037.cnf,unsat
uuf75-038.cnf,unsat
uuf75-039.cnf,unsat
uuf75-03.cnf,unsat
uuf75-040.cnf,unsat
uuf75-041.cnf,unsat
uuf75-042.cnf,unsat
uuf75-043.cnf,unsat
uuf75-044.cnf,unsat
uuf75-045.cnf,unsat
uuf75-046.cnf,unsat
uuf75-047.cnf,unsat
uuf75-048.cnf,unsat
uuf75-049.cnf,unsat
uuf75-04.cnf,unsat
uuf75-050.cnf,unsat
uuf75-051.cnf,unsat
uuf75-052.cnf,unsat
uuf75-053.cnf,unsat
uuf75-054.cnf,unsat
uuf75-055.cnf,unsat
uuf75-056.cnf,unsat
uuf75-057.cnf,unsat
uuf75-058.cnf,unsat
uuf75-059.cnf,unsat
uuf75-05.cnf,unsat
uuf75-060.cnf,unsat
uuf75-061.cnf,unsat
uuf75-062.cnf,unsat
uuf75-063.cnf,unsat
uuf75-064.cnf,unsat
uuf75-065.cnf,unsat
uuf75-066.cnf,unsat
uuf75-067.cnf,unsat
uuf75-068.cnf,unsat
uuf75-069.cnf,unsat
uuf75-06.cnf,unsat
uuf75-070.cnf,unsat
uuf75-071.cnf,unsat
uuf75-072.cnf,unsat
uuf75-073.cnf,unsat
uuf75-074.cnf,unsat
uuf75-075.cnf,unsat
uuf75-076.cnf,unsat
uuf75-077.cnf,unsat
uuf75-078.cnf,unsat
uuf75-079.cnf,unsat
uuf75-07.cnf,unsat
uuf75-080.cnf,unsat
uuf75-081.cnf,unsat
uuf75-082.cnf,unsat
uuf75-083.cnf,unsat
uuf75-084.cnf,unsat
uuf75-085.cnf,unsat
uuf75-086.cnf,unsat
uuf75-087.cnf,unsat
uuf75-088.cnf,unsat
uuf75-089.cnf,unsat
uuf75-08.cnf,unsat
uuf75-090.cnf,unsat
uuf75-091.cnf,unsat
uuf75-092.cnf,unsat
uuf75-093.cnf,unsat
uuf75-094.cnf,unsat
uuf75-095.cnf,unsat
uuf75-096.cnf,unsat
uuf75-097.cnf,unsat
uuf75-098.cnf,unsat
uuf75-099.cnf,unsat
uuf75-09.cnf,unsat
