problem,solution
uf20-01000.cnf,sat
uf20-0100.cnf,sat
uf20-0101.cnf,sat
uf20-0102.cnf,sat
uf20-0103.cnf,sat
uf20-0104.cnf,sat
uf20-0105.cnf,sat
uf20-0106.cnf,sat
uf20-0107.cnf,sat
uf20-0108.cnf,sat
uf20-0109.cnf,sat
uf20-010.cnf,sat
uf20-0110.cnf,sat
uf20-0111.cnf,sat
uf20-0112.cnf,sat
uf20-0113.cnf,sat
uf20-0114.cnf,sat
uf20-0115.cnf,sat
uf20-0116.cnf,sat
uf20-0117.cnf,sat
uf20-0118.cnf,sat
uf20-0119.cnf,sat
uf20-011.cnf,sat
uf20-0120.cnf,sat
uf20-0121.cnf,sat
uf20-0122.cnf,sat
uf20-0123.cnf,sat
uf20-0124.cnf,sat
uf20-0125.cnf,sat
uf20-0126.cnf,sat
uf20-0127.cnf,sat
uf20-0128.cnf,sat
uf20-0129.cnf,sat
uf20-012.cnf,sat
uf20-0130.cnf,sat
uf20-0131.cnf,sat
uf20-0132.cnf,sat
uf20-0133.cnf,sat
uf20-0134.cnf,sat
uf20-0135.cnf,sat
uf20-0136.cnf,sat
uf20-0137.cnf,sat
uf20-0138.cnf,sat
uf20-0139.cnf,sat
uf20-013.cnf,sat
uf20-0140.cnf,sat
uf20-0141.cnf,sat
uf20-0142.cnf,sat
uf20-0143.cnf,sat
uf20-0144.cnf,sat
uf20-0145.cnf,sat
uf20-0146.cnf,sat
uf20-0147.cnf,sat
uf20-0148.cnf,sat
uf20-0149.cnf,sat
uf20-014.cnf,sat
uf20-0150.cnf,sat
uf20-0151.cnf,sat
uf20-0152.cnf,sat
uf20-0153.cnf,sat
uf20-0154.cnf,sat
uf20-0155.cnf,sat
uf20-0156.cnf,sat
uf20-0157.cnf,sat
uf20-0158.cnf,sat
uf20-0159.cnf,sat
uf20-015.cnf,sat
uf20-0160.cnf,sat
uf20-0161.cnf,sat
uf20-0162.cnf,sat
uf20-0163.cnf,sat
uf20-0164.cnf,sat
uf20-0165.cnf,sat
uf20-0166.cnf,sat
uf20-0167.cnf,sat
uf20-0168.cnf,sat
uf20-0169.cnf,sat
uf20-016.cnf,sat
uf20-0170.cnf,sat
uf20-0171.cnf,sat
uf20-0172.cnf,sat
uf20-0173.cnf,sat
uf20-0174.cnf,sat
uf20-0175.cnf,sat
uf20-0176.cnf,sat
uf20-0177.cnf,sat
uf20-0178.cnf,sat
uf20-0179.cnf,sat
uf20-017.cnf,sat
uf20-0180.cnf,sat
uf20-0181.cnf,sat
uf20-0182.cnf,sat
uf20-0183.cnf,sat
uf20-0184.cnf,sat
uf20-0185.cnf,sat
uf20-0186.cnf,sat
uf20-0187.cnf,sat
uf20-0188.cnf,sat
uf20-0189.cnf,sat
uf20-018.cnf,sat
uf20-0190.cnf,sat
uf20-0191.cnf,sat
uf20-0192.cnf,sat
uf20-0193.cnf,sat
uf20-0194.cnf,sat
uf20-0195.cnf,sat
uf20-0196.cnf,sat
uf20-0197.cnf,sat
uf20-0198.cnf,sat
uf20-0199.cnf,sat
uf20-019.cnf,sat
uf20-01.cnf,sat
uf20-0200.cnf,sat
uf20-0201.cnf,sat
uf20-0202.cnf,sat
uf20-0203.cnf,sat
uf20-0204.cnf,sat
uf20-0205.cnf,sat
uf20-0206.cnf,sat
uf20-0207.cnf,sat
uf20-0208.cnf,sat
uf20-0209.cnf,sat
uf20-020.cnf,sat
uf20-0210.cnf,sat
uf20-0211.cnf,sat
uf20-0212.cnf,sat
uf20-0213.cnf,sat
uf20-0214.cnf,sat
uf20-0215.cnf,sat
uf20-0216.cnf,sat
uf20-0217.cnf,sat
uf20-0218.cnf,sat
uf20-0219.cnf,sat
uf20-021.cnf,sat
uf20-0220.cnf,sat
uf20-0221.cnf,sat
uf20-0222.cnf,sat
uf20-0223.cnf,sat
uf20-0224.cnf,sat
uf20-0225.cnf,sat
uf20-0226.cnf,sat
uf20-0227.cnf,sat
uf20-0228.cnf,sat
uf20-0229.cnf,sat
uf20-022.cnf,sat
uf20-0230.cnf,sat
uf20-0231.cnf,sat
uf20-0232.cnf,sat
uf20-0233.cnf,sat
uf20-0234.cnf,sat
uf20-0235.cnf,sat
uf20-0236.cnf,sat
uf20-0237.cnf,sat
uf20-0238.cnf,sat
uf20-0239.cnf,sat
uf20-023.cnf,sat
uf20-0240.cnf,sat
uf20-0241.cnf,sat
uf20-0242.cnf,sat
uf20-0243.cnf,sat
uf20-0244.cnf,sat
uf20-0245.cnf,sat
uf20-0246.cnf,sat
uf20-0247.cnf,sat
uf20-0248.cnf,sat
uf20-0249.cnf,sat
uf20-024.cnf,sat
uf20-0250.cnf,sat
uf20-0251.cnf,sat
uf20-0252.cnf,sat
uf20-0253.cnf,sat
uf20-0254.cnf,sat
uf20-0255.cnf,sat
uf20-0256.cnf,sat
uf20-0257.cnf,sat
uf20-0258.cnf,sat
uf20-0259.cnf,sat
uf20-025.cnf,sat
uf20-0260.cnf,sat
uf20-0261.cnf,sat
uf20-0262.cnf,sat
uf20-0263.cnf,sat
uf20-0264.cnf,sat
uf20-0265.cnf,sat
uf20-0266.cnf,sat
uf20-0267.cnf,sat
uf20-0268.cnf,sat
uf20-0269.cnf,sat
uf20-026.cnf,sat
uf20-0270.cnf,sat
uf20-0271.cnf,sat
uf20-0272.cnf,sat
uf20-0273.cnf,sat
