problem,solution
uf125-0100.cnf,sat
uf125-010.cnf,sat
uf125-011.cnf,sat
uf125-012.cnf,sat
uf125-013.cnf,sat
uf125-014.cnf,sat
uf125-015.cnf,sat
uf125-016.cnf,sat
uf125-017.cnf,sat
uf125-018.cnf,sat
uf125-019.cnf,sat
uf125-01.cnf,sat
uf125-020.cnf,sat
uf125-021.cnf,sat
uf125-022.cnf,sat
uf125-023.cnf,sat
uf125-024.cnf,sat
uf125-025.cnf,sat
uf125-026.cnf,sat
uf125-027.cnf,sat
uf125-028.cnf,sat
uf125-029.cnf,sat
uf125-02.cnf,sat
uf125-030.cnf,sat
uf125-031.cnf,sat
uf125-032.cnf,sat
uf125-033.cnf,sat
uf125-034.cnf,sat
uf125-035.cnf,sat
uf125-036.cnf,sat
uf125-037.cnf,sat
uf125-038.cnf,sat
uf125-039.cnf,sat
uf125-03.cnf,sat
uf125-040.cnf,sat
uf125-041.cnf,sat
uf125-042.cnf,sat
uf125-043.cnf,sat
uf125-044.cnf,sat
uf125-045.cnf,sat
uf125-046.cnf,sat
uf125-047.cnf,sat
uf125-048.cnf,sat
uf125-049.cnf,sat
uf125-04.cnf,sat
uf125-050.cnf,sat
uf125-051.cnf,sat
uf125-052.cnf,sat
uf125-053.cnf,sat
uf125-054.cnf,sat
uf125-055.cnf,sat
uf125-056.cnf,sat
uf125-057.cnf,sat
uf125-058.cnf,sat
uf125-059.cnf,sat
uf125-05.cnf,sat
uf125-060.cnf,sat
uf125-061.cnf,sat
uf125-062.cnf,sat
uf125-063.cnf,sat
uf125-064.cnf,sat
uf125-065.cnf,sat
uf125-066.cnf,sat
uf125-067.cnf,sat
uf125-068.cnf,sat
uf125-069.cnf,sat
uf125-06.cnf,sat
uf125-070.cnf,sat
uf125-071.cnf,sat
uf125-072.cnf,sat
uf125-073.cnf,sat
uf125-074.cnf,sat
uf125-075.cnf,sat
uf125-076.cnf,sat
uf125-077.cnf,sat
uf125-078.cnf,sat
uf125-079.cnf,sat
uf125-07.cnf,sat
uf125-080.cnf,sat
uf125-081.cnf,sat
uf125-082.cnf,sat
uf125-083.cnf,sat
uf125-084.cnf,sat
uf125-085.cnf,sat
uf125-086.cnf,sat
uf125-087.cnf,sat
uf125-088.cnf,sat
uf125-089.cnf,sat
uf125-08.cnf,sat
uf125-090.cnf,sat
uf125-091.cnf,sat
uf125-092.cnf,sat
uf125-093.cnf,sat
uf125-094.cnf,sat
uf125-095.cnf,sat
uf125-096.cnf,sat
uf125-097.cnf,sat
uf125-098.cnf,sat
uf125-099.cnf,sat
uf125-09.cnf,sat
