problem,solution
uf100-01000.cnf,sat
uf100-0100.cnf,sat
uf100-0101.cnf,sat
uf100-0102.cnf,sat
uf100-0103.cnf,sat
uf100-0104.cnf,sat
uf100-0105.cnf,sat
uf100-0106.cnf,sat
uf100-0107.cnf,sat
uf100-0108.cnf,sat
uf100-0109.cnf,sat
uf100-010.cnf,sat
uf100-0110.cnf,sat
uf100-0111.cnf,sat
uf100-0112.cnf,sat
uf100-0113.cnf,sat
uf100-0114.cnf,sat
uf100-0115.cnf,sat
uf100-0116.cnf,sat
uf100-0117.cnf,sat
uf100-0118.cnf,sat
uf100-0119.cnf,sat
uf100-011.cnf,sat
uf100-0120.cnf,sat
uf100-0121.cnf,sat
uf100-0122.cnf,sat
uf100-0123.cnf,sat
uf100-0124.cnf,sat
uf100-0125.cnf,sat
uf100-0126.cnf,sat
uf100-0127.cnf,sat
uf100-0128.cnf,sat
uf100-0129.cnf,sat
uf100-012.cnf,sat
uf100-0130.cnf,sat
uf100-0131.cnf,sat
uf100-0132.cnf,sat
uf100-0133.cnf,sat
uf100-0134.cnf,sat
uf100-0135.cnf,sat
uf100-0136.cnf,sat
uf100-0137.cnf,sat
uf100-0138.cnf,sat
uf100-0139.cnf,sat
uf100-013.cnf,sat
uf100-0140.cnf,sat
uf100-0141.cnf,sat
uf100-0142.cnf,sat
uf100-0143.cnf,sat
uf100-0144.cnf,sat
uf100-0145.cnf,sat
uf100-0146.cnf,sat
uf100-0147.cnf,sat
uf100-0148.cnf,sat
uf100-0149.cnf,sat
uf100-014.cnf,sat
uf100-0150.cnf,sat
uf100-0151.cnf,sat
uf100-0152.cnf,sat
uf100-0153.cnf,sat
uf100-0154.cnf,sat
uf100-0155.cnf,sat
uf100-0156.cnf,sat
uf100-0157.cnf,sat
uf100-0158.cnf,sat
uf100-0159.cnf,sat
uf100-015.cnf,sat
uf100-0160.cnf,sat
uf100-0161.cnf,sat
uf100-0162.cnf,sat
uf100-0163.cnf,sat
uf100-0164.cnf,sat
uf100-0165.cnf,sat
uf100-0166.cnf,sat
uf100-0167.cnf,sat
uf100-0168.cnf,sat
uf100-0169.cnf,sat
uf100-016.cnf,sat
uf100-0170.cnf,sat
uf100-0171.cnf,sat
uf100-0172.cnf,sat
uf100-0173.cnf,sat
uf100-0174.cnf,sat
uf100-0175.cnf,sat
uf100-0176.cnf,sat
uf100-0177.cnf,sat
uf100-0178.cnf,sat
uf100-0179.cnf,sat
uf100-017.cnf,sat
uf100-0180.cnf,sat
uf100-0181.cnf,sat
uf100-0182.cnf,sat
uf100-0183.cnf,sat
uf100-0184.cnf,sat
uf100-0185.cnf,sat
uf100-0186.cnf,sat
uf100-0187.cnf,sat
uf100-0188.cnf,sat
uf100-0189.cnf,sat
uf100-018.cnf,sat
uf100-0190.cnf,sat
uf100-0191.cnf,sat
uf100-0192.cnf,sat
uf100-0193.cnf,sat
uf100-0194.cnf,sat
uf100-0195.cnf,sat
uf100-0196.cnf,sat
uf100-0197.cnf,sat
uf100-0198.cnf,sat
uf100-0199.cnf,sat
uf100-019.cnf,sat
uf100-01.cnf,sat
uf100-0200.cnf,sat
uf100-0201.cnf,sat
uf100-0202.cnf,sat
uf100-0203.cnf,sat
uf100-0204.cnf,sat
uf100-0205.cnf,sat
uf100-0206.cnf,sat
uf100-0207.cnf,sat
uf100-0208.cnf,sat
uf100-0209.cnf,sat
uf100-020.cnf,sat
uf100-0210.cnf,sat
uf100-0211.cnf,sat
uf100-0212.cnf,sat
uf100-0213.cnf,sat
uf100-0214.cnf,sat
uf100-0215.cnf,sat
uf100-0216.cnf,sat
uf100-0217.cnf,sat
uf100-0218.cnf,sat
uf100-0219.cnf,sat
uf100-021.cnf,sat
uf100-0220.cnf,sat
uf100-0221.cnf,sat
uf100-0222.cnf,sat
uf100-0223.cnf,sat
uf100-0224.cnf,sat
uf100-0225.cnf,sat
uf100-0226.cnf,sat
uf100-0227.cnf,sat
uf100-0228.cnf,sat
uf100-0229.cnf,sat
uf100-022.cnf,sat
uf100-0230.cnf,sat
uf100-0231.cnf,sat
uf100-0232.cnf,sat
uf100-0233.cnf,sat
uf100-0234.cnf,sat
uf100-0235.cnf,sat
uf100-0236.cnf,sat
uf100-0237.cnf,sat
uf100-0238.cnf,sat
uf100-0239.cnf,sat
uf100-023.cnf,sat
uf100-0240.cnf,sat
uf100-0241.cnf,sat
uf100-0242.cnf,sat
uf100-0243.cnf,sat
uf100-0244.cnf,sat
uf100-0245.cnf,sat
uf100-0246.cnf,sat
uf100-0247.cnf,sat
uf100-0248.cnf,sat
uf100-0249.cnf,sat
uf100-024.cnf,sat
uf100-0250.cnf,sat
uf100-0251.cnf,sat
uf100-0252.cnf,sat
uf100-0253.cnf,sat
uf100-0254.cnf,sat
uf100-0255.cnf,sat
uf100-0256.cnf,sat
uf100-0257.cnf,sat
uf100-0258.cnf,sat
uf100-0259.cnf,sat
uf100-025.cnf,sat
uf100-0260.cnf,sat
uf100-0261.cnf,sat
uf100-0262.cnf,sat
uf100-0263.cnf,sat
uf100-0264.cnf,sat
uf100-0265.cnf,sat
uf100-0266.cnf,sat
uf100-0267.cnf,sat
uf100-0268.cnf,sat
uf100-0269.cnf,sat
uf100-026.cnf,sat
uf100-0270.cnf,sat
uf100-0271.cnf,sat
uf100-0272.cnf,sat
uf100-0273.cnf,sat
uf100-0274.cnf,sat
uf100-0275.cnf,sat
uf100-0276.cnf,sat
uf100-0277.cnf,sat
uf100-0278.cnf,sat
uf100-0279.cnf,sat
uf100-027.cnf,sat
uf100-0280.cnf,sat
uf100-0281.cnf,sat
uf100-0282.cnf,sat
uf100-0283.cnf,sat
uf100-0284.cnf,sat
uf100-0285.cnf,sat
uf100-0286.cnf,sat
uf100-0287.cnf,sat
uf100-0288.cnf,sat
uf100-0289.cnf,sat
uf100-028.cnf,sat
uf100-0290.cnf,sat
uf100-0291.cnf,sat
uf100-0292.cnf,sat
uf100-0293.cnf,sat
uf100-0294.cnf,sat
uf100-0295.cnf,sat
uf100-0296.cnf,sat
