problem,solution
uuf100-01000.cnf,unsat
uuf100-0100.cnf,unsat
uuf100-0101.cnf,unsat
uuf100-0102.cnf,unsat
uuf100-0103.cnf,unsat
uuf100-0104.cnf,unsat
uuf100-0105.cnf,unsat
uuf100-0106.cnf,unsat
uuf100-0107.cnf,unsat
uuf100-0108.cnf,unsat
uuf100-0109.cnf,unsat
uuf100-010.cnf,unsat
uuf100-0110.cnf,unsat
uuf100-0111.cnf,unsat
uuf100-0112.cnf,unsat
uuf100-0113.cnf,unsat
uuf100-0114.cnf,unsat
uuf100-0115.cnf,unsat
uuf100-0116.cnf,unsat
uuf100-0117.cnf,unsat
uuf100-0118.cnf,unsat
uuf100-0119.cnf,unsat
uuf100-011.cnf,unsat
uuf100-0120.cnf,unsat
uuf100-0121.cnf,unsat
uuf100-0122.cnf,unsat
uuf100-0123.cnf,unsat
uuf100-0124.cnf,unsat
uuf100-0125.cnf,unsat
uuf100-0126.cnf,unsat
uuf100-0127.cnf,unsat
uuf100-0128.cnf,unsat
uuf100-0129.cnf,unsat
uuf100-012.cnf,unsat
uuf100-0130.cnf,unsat
uuf100-0131.cnf,unsat
uuf100-0132.cnf,unsat
uuf100-0133.cnf,unsat
uuf100-0134.cnf,unsat
uuf100-0135.cnf,unsat
uuf100-0136.cnf,unsat
uuf100-0137.cnf,unsat
uuf100-0138.cnf,unsat
uuf100-0139.cnf,unsat
uuf100-013.cnf,unsat
uuf100-0140.cnf,unsat
uuf100-0141.cnf,unsat
uuf100-0142.cnf,unsat
uuf100-0143.cnf,unsat
uuf100-0144.cnf,unsat
uuf100-0145.cnf,unsat
uuf100-0146.cnf,unsat
uuf100-0147.cnf,unsat
uuf100-0148.cnf,unsat
uuf100-0149.cnf,unsat
uuf100-014.cnf,unsat
uuf100-0150.cnf,unsat
uuf100-0151.cnf,unsat
uuf100-0152.cnf,unsat
uuf100-0153.cnf,unsat
uuf100-0154.cnf,unsat
uuf100-0155.cnf,unsat
uuf100-0156.cnf,unsat
uuf100-0157.cnf,unsat
uuf100-0158.cnf,unsat
uuf100-0159.cnf,unsat
uuf100-015.cnf,unsat
uuf100-0160.cnf,unsat
uuf100-0161.cnf,unsat
uuf100-0162.cnf,unsat
uuf100-0163.cnf,unsat
uuf100-0164.cnf,unsat
uuf100-0165.cnf,unsat
uuf100-0166.cnf,unsat
uuf100-0167.cnf,unsat
uuf100-0168.cnf,unsat
uuf100-0169.cnf,unsat
uuf100-016.cnf,unsat
uuf100-0170.cnf,unsat
uuf100-0171.cnf,unsat
uuf100-0172.cnf,unsat
uuf100-0173.cnf,unsat
uuf100-0174.cnf,unsat
uuf100-0175.cnf,unsat
uuf100-0176.cnf,unsat
uuf100-0177.cnf,unsat
uuf100-0178.cnf,unsat
uuf100-0179.cnf,unsat
uuf100-017.cnf,unsat
uuf100-0180.cnf,unsat
uuf100-0181.cnf,unsat
uuf100-0182.cnf,unsat
uuf100-0183.cnf,unsat
uuf100-0184.cnf,unsat
uuf100-0185.cnf,unsat
uuf100-0186.cnf,unsat
uuf100-0187.cnf,unsat
uuf100-0188.cnf,unsat
uuf100-0189.cnf,unsat
uuf100-018.cnf,unsat
uuf100-0190.cnf,unsat
uuf100-0191.cnf,unsat
uuf100-0192.cnf,unsat
uuf100-0193.cnf,unsat
uuf100-0194.cnf,unsat
uuf100-0195.cnf,unsat
uuf100-0196.cnf,unsat
uuf100-0197.cnf,unsat
uuf100-0198.cnf,unsat
uuf100-0199.cnf,unsat
uuf100-019.cnf,unsat
uuf100-01.cnf,unsat
uuf100-0200.cnf,unsat
uuf100-0201.cnf,unsat
uuf100-0202.cnf,unsat
uuf100-0203.cnf,unsat
uuf100-0204.cnf,unsat
uuf100-0205.cnf,unsat
uuf100-0206.cnf,unsat
uuf100-0207.cnf,unsat
uuf100-0208.cnf,unsat
uuf100-0209.cnf,unsat
uuf100-020.cnf,unsat
uuf100-0210.cnf,unsat
uuf100-0211.cnf,unsat
uuf100-0212.cnf,unsat
uuf100-0213.cnf,unsat
uuf100-0214.cnf,unsat
uuf100-0215.cnf,unsat
uuf100-0216.cnf,unsat
uuf100-0217.cnf,unsat
uuf100-0218.cnf,unsat
uuf100-0219.cnf,unsat
uuf100-021.cnf,unsat
uuf100-0220.cnf,unsat
uuf100-0221.cnf,unsat
uuf100-0222.cnf,unsat
uuf100-0223.cnf,unsat
uuf100-0224.cnf,unsat
uuf100-0225.cnf,unsat
uuf100-0226.cnf,unsat
uuf100-0227.cnf,unsat
uuf100-0228.cnf,unsat
uuf100-0229.cnf,unsat
uuf100-022.cnf,unsat
uuf100-0230.cnf,unsat
uuf100-0231.cnf,unsat
uuf100-0232.cnf,unsat
uuf100-0233.cnf,unsat
uuf100-0234.cnf,unsat
uuf100-0235.cnf,unsat
uuf100-0236.cnf,unsat
uuf100-0237.cnf,unsat
uuf100-0238.cnf,unsat
uuf100-0239.cnf,unsat
uuf100-023.cnf,unsat
uuf100-0240.cnf,unsat
uuf100-0241.cnf,unsat
uuf100-0242.cnf,unsat
uuf100-0243.cnf,unsat
uuf100-0244.cnf,unsat
uuf100-0245.cnf,unsat
uuf100-0246.cnf,unsat
uuf100-0247.cnf,unsat
uuf100-0248.cnf,unsat
uuf100-0249.cnf,unsat
uuf100-024.cnf,unsat
uuf100-0250.cnf,unsat
uuf100-0251.cnf,unsat
uuf100-0252.cnf,unsat
uuf100-0253.cnf,unsat
uuf100-0254.cnf,unsat
uuf100-0255.cnf,unsat
uuf100-0256.cnf,unsat
uuf100-0257.cnf,unsat
uuf100-0258.cnf,unsat
uuf100-0259.cnf,unsat
uuf100-025.cnf,unsat
uuf100-0260.cnf,unsat
uuf100-0261.cnf,unsat
uuf100-0262.cnf,unsat
uuf100-0263.cnf,unsat
uuf100-0264.cnf,unsat
uuf100-0265.cnf,unsat
uuf100-0266.cnf,unsat
uuf100-0267.cnf,unsat
uuf100-0268.cnf,unsat
uuf100-0269.cnf,unsat
uuf100-026.cnf,unsat
uuf100-0270.cnf,unsat
uuf100-0271.cnf,unsat
uuf100-0272.cnf,unsat
uuf100-0273.cnf,unsat
uuf100-0274.cnf,unsat
uuf100-0275.cnf,unsat
uuf100-0276.cnf,unsat
uuf100-0277.cnf,unsat
uuf100-0278.cnf,unsat
uuf100-0279.cnf,unsat
uuf100-027.cnf,unsat
uuf100-0280.cnf,unsat
uuf100-0281.cnf,unsat
uuf100-0282.cnf,unsat
uuf100-0283.cnf,unsat
uuf100-0284.cnf,unsat
uuf100-0285.cnf,unsat
uuf100-0286.cnf,unsat
uuf100-0287.cnf,unsat
uuf100-0288.cnf,unsat
uuf100-0289.cnf,unsat
uuf100-028.cnf,unsat
uuf100-0290.cnf,unsat
uuf100-0291.cnf,unsat
uuf100-0292.cnf,unsat
uuf100-0293.cnf,unsat
uuf100-0294.cnf,unsat
uuf100-0295.cnf,unsat
uuf100-0296.cnf,unsat
uuf100-0297.cnf,unsat
uuf100-0298.cnf,unsat
uuf100-0299.cnf,unsat
uuf100-029.cnf,unsat
uuf100-02.cnf,unsat
uuf100-0300.cnf,unsat
uuf100-0301.cnf,unsat
uuf100-0302.cnf,unsat
uuf100-0303.cnf,unsat
uuf100-0304.cnf,unsat
uuf100-0305.cnf,unsat
uuf100-0306.cnf,unsat
uuf100-0307.cnf,unsat
uuf100-0308.cnf,unsat
uuf100-0309.cnf,unsat
uuf100-030.cnf,unsat
uuf100-0310.cnf,unsat
uuf100-0311.cnf,unsat
uuf100-0312.cnf,unsat
uuf100-0313.cnf,unsat
uuf100-0314.cnf,unsat
uuf100-0315.cnf,unsat
uuf100-0316.cnf,unsat
uuf100-0317.cnf,unsat
uuf100-0318.cnf,unsat
uuf100-0319.cnf,unsat
uuf100-031.cnf,unsat
uuf100-0320.cnf,unsat
uuf100-0321.cnf,unsat
uuf100-0322.cnf,unsat
uuf100-0323.cnf,unsat
uuf100-0324.cnf,unsat
uuf100-0325.cnf,unsat
uuf100-0326.cnf,unsat
uuf100-0327.cnf,unsat
uuf100-0328.cnf,unsat
uuf100-0329.cnf,unsat
uuf100-032.cnf,unsat
uuf100-0330.cnf,unsat
uuf100-0331.cnf,unsat
uuf100-0332.cnf,unsat
uuf100-0333.cnf,unsat
uuf100-0334.cnf,unsat
uuf100-0335.cnf,unsat
uuf100-0336.cnf,unsat
uuf100-0337.cnf,unsat
uuf100-0338.cnf,unsat
uuf100-0339.cnf,unsat
uuf100-033.cnf,unsat
uuf100-0340.cnf,unsat
uuf100-0341.cnf,unsat
uuf100-0342.cnf,unsat
uuf100-0343.cnf,unsat
uuf100-0344.cnf,unsat
uuf100-0345.cnf,unsat
uuf100-0346.cnf,unsat
uuf100-0347.cnf,unsat
uuf100-0348.cnf,unsat
uuf100-0349.cnf,unsat
uuf100-034.cnf,unsat
uuf100-0350.cnf,unsat
uuf100-0351.cnf,unsat
uuf100-0352.cnf,unsat
uuf100-0353.cnf,unsat
uuf100-0354.cnf,unsat
uuf100-0355.cnf,unsat
uuf100-0356.cnf,unsat
uuf100-0357.cnf,unsat
uuf100-0358.cnf,unsat
uuf100-0359.cnf,unsat
uuf100-035.cnf,unsat
uuf100-0360.cnf,unsat
uuf100-0361.cnf,unsat
uuf100-0362.cnf,unsat
uuf100-0363.cnf,unsat
uuf100-0364.cnf,unsat
uuf100-0365.cnf,unsat
uuf100-0366.cnf,unsat
uuf100-0367.cnf,unsat
uuf100-0368.cnf,unsat
uuf100-0369.cnf,unsat
uuf100-036.cnf,unsat
uuf100-0370.cnf,unsat
uuf100-0371.cnf,unsat
uuf100-0372.cnf,unsat
uuf100-0373.cnf,unsat
uuf100-0374.cnf,unsat
uuf100-0375.cnf,unsat
uuf100-0376.cnf,unsat
uuf100-0377.cnf,unsat
uuf100-0378.cnf,unsat
uuf100-0379.cnf,unsat
uuf100-037.cnf,unsat
uuf100-0380.cnf,unsat
uuf100-0381.cnf,unsat
uuf100-0382.cnf,unsat
uuf100-0383.cnf,unsat
uuf100-0384.cnf,unsat
uuf100-0385.cnf,unsat
uuf100-0386.cnf,unsat
uuf100-0387.cnf,unsat
uuf100-0388.cnf,unsat
uuf100-0389.cnf,unsat
uuf100-038.cnf,unsat
uuf100-0390.cnf,unsat
uuf100-0391.cnf,unsat
uuf100-0392.cnf,unsat
uuf100-0393.cnf,unsat
uuf100-0394.cnf,unsat
uuf100-0395.cnf,unsat
uuf100-0396.cnf,unsat
uuf100-0397.cnf,unsat
uuf100-0398.cnf,unsat
uuf100-0399.cnf,unsat
uuf100-039.cnf,unsat
uuf100-03.cnf,unsat
uuf100-0400.cnf,unsat
uuf100-0401.cnf,unsat
uuf100-0402.cnf,unsat
uuf100-0403.cnf,unsat
uuf100-0404.cnf,unsat
uuf100-0405.cnf,unsat
uuf100-0406.cnf,unsat
uuf100-0407.cnf,unsat
uuf100-0408.cnf,unsat
uuf100-0409.cnf,unsat
uuf100-040.cnf,unsat
uuf100-0410.cnf,unsat
uuf100-0411.cnf,unsat
uuf100-0412.cnf,unsat
uuf100-0413.cnf,unsat
uuf100-0414.cnf,unsat
uuf100-0415.cnf,unsat
uuf100-0416.cnf,unsat
uuf100-0417.cnf,unsat
uuf100-0418.cnf,unsat
uuf100-0419.cnf,unsat
uuf100-041.cnf,unsat
uuf100-0420.cnf,unsat
uuf100-0421.cnf,unsat
uuf100-0422.cnf,unsat
uuf100-0423.cnf,unsat
uuf100-0424.cnf,unsat
uuf100-0425.cnf,unsat
uuf100-0426.cnf,unsat
uuf100-0427.cnf,unsat
uuf100-0428.cnf,unsat
uuf100-0429.cnf,unsat
uuf100-042.cnf,unsat
uuf100-0430.cnf,unsat
uuf100-0431.cnf,unsat
uuf100-0432.cnf,unsat
uuf100-0433.cnf,unsat
uuf100-0434.cnf,unsat
uuf100-0435.cnf,unsat
uuf100-0436.cnf,unsat
uuf100-0437.cnf,unsat
uuf100-0438.cnf,unsat
uuf100-0439.cnf,unsat
uuf100-043.cnf,unsat
uuf100-0440.cnf,unsat
uuf100-0441.cnf,unsat
uuf100-0442.cnf,unsat
uuf100-0443.cnf,unsat
uuf100-0444.cnf,unsat
uuf100-0445.cnf,unsat
uuf100-0446.cnf,unsat
uuf100-0447.cnf,unsat
uuf100-0448.cnf,unsat
uuf100-0449.cnf,unsat
uuf100-044.cnf,unsat
uuf100-0450.cnf,unsat
uuf100-0451.cnf,unsat
uuf100-0452.cnf,unsat
uuf100-0453.cnf,unsat
uuf100-0454.cnf,unsat
uuf100-0455.cnf,unsat
uuf100-0456.cnf,unsat
uuf100-0457.cnf,unsat
uuf100-0458.cnf,unsat
uuf100-0459.cnf,unsat
