problem,solution
uf200-0100.cnf,sat
uf200-010.cnf,sat
uf200-011.cnf,sat
uf200-012.cnf,sat
uf200-013.cnf,sat
uf200-014.cnf,sat
uf200-015.cnf,sat
uf200-016.cnf,sat
uf200-017.cnf,sat
uf200-018.cnf,sat
uf200-019.cnf,sat
uf200-01.cnf,sat
uf200-020.cnf,sat
uf200-021.cnf,sat
uf200-022.cnf,sat
uf200-023.cnf,sat
uf200-024.cnf,sat
uf200-025.cnf,sat
uf200-026.cnf,sat
uf200-027.cnf,sat
uf200-028.cnf,sat
uf200-029.cnf,sat
uf200-02.cnf,sat
uf200-030.cnf,sat
uf200-031.cnf,sat
uf200-032.cnf,sat
uf200-033.cnf,sat
uf200-034.cnf,sat
uf200-035.cnf,sat
uf200-036.cnf,sat
uf200-037.cnf,sat
uf200-038.cnf,sat
uf200-039.cnf,sat
uf200-03.cnf,sat
uf200-040.cnf,sat
uf200-041.cnf,sat
uf200-042.cnf,sat
uf200-043.cnf,sat
uf200-044.cnf,sat
uf200-045.cnf,sat
uf200-046.cnf,sat
uf200-047.cnf,sat
uf200-048.cnf,sat
uf200-049.cnf,sat
uf200-04.cnf,sat
uf200-050.cnf,sat
uf200-051.cnf,sat
uf200-052.cnf,sat
uf200-053.cnf,sat
uf200-054.cnf,sat
uf200-055.cnf,sat
uf200-056.cnf,sat
uf200-057.cnf,sat
uf200-058.cnf,sat
uf200-059.cnf,sat
uf200-05.cnf,sat
uf200-060.cnf,sat
uf200-061.cnf,sat
uf200-062.cnf,sat
uf200-063.cnf,sat
uf200-064.cnf,sat
uf200-065.cnf,sat
uf200-066.cnf,sat
uf200-067.cnf,sat
uf200-068.cnf,sat
uf200-069.cnf,sat
uf200-06.cnf,sat
uf200-070.cnf,sat
uf200-071.cnf,sat
uf200-072.cnf,sat
uf200-073.cnf,sat
uf200-074.cnf,sat
uf200-075.cnf,sat
uf200-076.cnf,sat
uf200-077.cnf,sat
uf200-078.cnf,sat
uf200-079.cnf,sat
uf200-07.cnf,sat
uf200-080.cnf,sat
uf200-081.cnf,sat
uf200-082.cnf,sat
uf200-083.cnf,sat
uf200-084.cnf,sat
uf200-085.cnf,sat
uf200-086.cnf,sat
uf200-087.cnf,sat
uf200-088.cnf,sat
uf200-089.cnf,sat
uf200-08.cnf,sat
uf200-090.cnf,sat
uf200-091.cnf,sat
uf200-092.cnf,sat
uf200-093.cnf,sat
uf200-094.cnf,sat
uf200-095.cnf,sat
uf200-096.cnf,sat
uf200-097.cnf,sat
uf200-098.cnf,sat
uf200-099.cnf,sat
uf200-09.cnf,sat
