problem,solution
uuf150-0100.cnf,unsat
uuf150-010.cnf,unsat
uuf150-011.cnf,unsat
uuf150-012.cnf,unsat
uuf150-013.cnf,unsat
uuf150-014.cnf,unsat
uuf150-015.cnf,unsat
uuf150-016.cnf,unsat
uuf150-017.cnf,unsat
uuf150-018.cnf,unsat
uuf150-019.cnf,unsat
uuf150-01.cnf,unsat
uuf150-020.cnf,unsat
uuf150-021.cnf,unsat
uuf150-022.cnf,unsat
uuf150-023.cnf,unsat
uuf150-024.cnf,unsat
uuf150-025.cnf,unsat
uuf150-026.cnf,unsat
uuf150-027.cnf,unsat
uuf150-028.cnf,unsat
uuf150-029.cnf,unsat
uuf150-02.cnf,unsat
uuf150-030.cnf,unsat
uuf150-031.cnf,unsat
uuf150-032.cnf,unsat
uuf150-033.cnf,unsat
uuf150-034.cnf,unsat
uuf150-035.cnf,unsat
uuf150-036.cnf,unsat
uuf150-037.cnf,unsat
uuf150-038.cnf,unsat
uuf150-039.cnf,unsat
uuf150-03.cnf,unsat
uuf150-040.cnf,unsat
uuf150-041.cnf,unsat
uuf150-042.cnf,unsat
uuf150-043.cnf,unsat
uuf150-044.cnf,unsat
uuf150-045.cnf,unsat
uuf150-046.cnf,unsat
uuf150-047.cnf,unsat
uuf150-048.cnf,unsat
uuf150-049.cnf,unsat
uuf150-04.cnf,unsat
uuf150-050.cnf,unsat
uuf150-051.cnf,unsat
uuf150-052.cnf,unsat
uuf150-053.cnf,unsat
uuf150-054.cnf,unsat
uuf150-055.cnf,unsat
uuf150-056.cnf,unsat
uuf150-057.cnf,unsat
uuf150-058.cnf,unsat
uuf150-059.cnf,unsat
uuf150-05.cnf,unsat
uuf150-060.cnf,unsat
uuf150-061.cnf,unsat
uuf150-062.cnf,unsat
uuf150-063.cnf,unsat
uuf150-064.cnf,unsat
uuf150-065.cnf,unsat
uuf150-066.cnf,unsat
uuf150-067.cnf,unsat
uuf150-068.cnf,unsat
uuf150-069.cnf,unsat
uuf150-06.cnf,unsat
uuf150-070.cnf,unsat
uuf150-071.cnf,unsat
uuf150-072.cnf,unsat
uuf150-073.cnf,unsat
uuf150-074.cnf,unsat
uuf150-075.cnf,unsat
uuf150-076.cnf,unsat
uuf150-077.cnf,unsat
uuf150-078.cnf,unsat
uuf150-079.cnf,unsat
uuf150-07.cnf,unsat
uuf150-080.cnf,unsat
uuf150-081.cnf,unsat
uuf150-082.cnf,unsat
uuf150-083.cnf,unsat
uuf150-084.cnf,unsat
uuf150-085.cnf,unsat
uuf150-086.cnf,unsat
uuf150-087.cnf,unsat
uuf150-088.cnf,unsat
uuf150-089.cnf,unsat
uuf150-08.cnf,unsat
uuf150-090.cnf,unsat
uuf150-091.cnf,unsat
uuf150-092.cnf,unsat
uuf150-093.cnf,unsat
uuf150-094.cnf,unsat
uuf150-095.cnf,unsat
uuf150-096.cnf,unsat
uuf150-097.cnf,unsat
uuf150-098.cnf,unsat
uuf150-099.cnf,unsat
uuf150-09.cnf,unsat
