problem,solution
uuf225-0100.cnf,unsat
uuf225-010.cnf,unsat
uuf225-011.cnf,unsat
uuf225-012.cnf,unsat
uuf225-013.cnf,unsat
uuf225-014.cnf,unsat
uuf225-015.cnf,unsat
uuf225-016.cnf,unsat
uuf225-017.cnf,unsat
uuf225-018.cnf,unsat
uuf225-019.cnf,unsat
uuf225-01.cnf,unsat
uuf225-020.cnf,unsat
uuf225-021.cnf,unsat
uuf225-022.cnf,unsat
uuf225-023.cnf,unsat
uuf225-024.cnf,unsat
uuf225-025.cnf,unsat
uuf225-026.cnf,unsat
uuf225-027.cnf,unsat
uuf225-028.cnf,unsat
uuf225-029.cnf,unsat
uuf225-02.cnf,unsat
uuf225-030.cnf,unsat
uuf225-031.cnf,unsat
uuf225-032.cnf,unsat
uuf225-033.cnf,unsat
uuf225-034.cnf,unsat
uuf225-035.cnf,unsat
uuf225-036.cnf,unsat
uuf225-037.cnf,unsat
uuf225-038.cnf,unsat
uuf225-039.cnf,unsat
uuf225-03.cnf,unsat
uuf225-040.cnf,unsat
uuf225-041.cnf,unsat
uuf225-042.cnf,unsat
uuf225-043.cnf,unsat
uuf225-044.cnf,unsat
uuf225-045.cnf,unsat
uuf225-046.cnf,unsat
uuf225-047.cnf,unsat
uuf225-048.cnf,unsat
uuf225-049.cnf,unsat
uuf225-04.cnf,unsat
uuf225-050.cnf,unsat
uuf225-051.cnf,unsat
uuf225-052.cnf,unsat
uuf225-053.cnf,unsat
uuf225-054.cnf,unsat
uuf225-055.cnf,unsat
uuf225-056.cnf,unsat
uuf225-057.cnf,unsat
uuf225-058.cnf,unsat
uuf225-059.cnf,unsat
uuf225-05.cnf,unsat
uuf225-060.cnf,unsat
uuf225-061.cnf,unsat
uuf225-062.cnf,unsat
uuf225-063.cnf,unsat
uuf225-064.cnf,unsat
uuf225-065.cnf,unsat
uuf225-066.cnf,unsat
uuf225-067.cnf,unsat
uuf225-068.cnf,unsat
uuf225-069.cnf,unsat
uuf225-06.cnf,unsat
uuf225-070.cnf,unsat
uuf225-071.cnf,unsat
uuf225-072.cnf,unsat
uuf225-073.cnf,unsat
uuf225-074.cnf,unsat
uuf225-075.cnf,unsat
uuf225-076.cnf,unsat
uuf225-077.cnf,unsat
uuf225-078.cnf,unsat
uuf225-079.cnf,unsat
uuf225-07.cnf,unsat
uuf225-080.cnf,unsat
uuf225-081.cnf,unsat
uuf225-082.cnf,unsat
uuf225-083.cnf,unsat
uuf225-084.cnf,unsat
uuf225-085.cnf,unsat
uuf225-086.cnf,unsat
uuf225-087.cnf,unsat
uuf225-088.cnf,unsat
uuf225-089.cnf,unsat
uuf225-08.cnf,unsat
uuf225-090.cnf,unsat
uuf225-091.cnf,unsat
uuf225-092.cnf,unsat
uuf225-093.cnf,unsat
uuf225-094.cnf,unsat
uuf225-095.cnf,unsat
uuf225-096.cnf,unsat
uuf225-097.cnf,unsat
uuf225-098.cnf,unsat
uuf225-099.cnf,unsat
uuf225-09.cnf,unsat
