problem,solution
uf175-0100.cnf,sat
uf175-010.cnf,sat
uf175-011.cnf,sat
uf175-012.cnf,sat
uf175-013.cnf,sat
uf175-014.cnf,sat
uf175-015.cnf,sat
uf175-016.cnf,sat
uf175-017.cnf,sat
uf175-018.cnf,sat
uf175-019.cnf,sat
uf175-01.cnf,sat
uf175-020.cnf,sat
uf175-021.cnf,sat
uf175-022.cnf,sat
uf175-023.cnf,sat
uf175-024.cnf,sat
uf175-025.cnf,sat
uf175-026.cnf,sat
uf175-027.cnf,sat
uf175-028.cnf,sat
uf175-029.cnf,sat
uf175-02.cnf,sat
uf175-030.cnf,sat
uf175-031.cnf,sat
uf175-032.cnf,sat
uf175-033.cnf,sat
uf175-034.cnf,sat
uf175-035.cnf,sat
uf175-036.cnf,sat
uf175-037.cnf,sat
uf175-038.cnf,sat
uf175-039.cnf,sat
uf175-03.cnf,sat
uf175-040.cnf,sat
uf175-041.cnf,sat
uf175-042.cnf,sat
uf175-043.cnf,sat
uf175-044.cnf,sat
uf175-045.cnf,sat
uf175-046.cnf,sat
uf175-047.cnf,sat
uf175-048.cnf,sat
uf175-049.cnf,sat
uf175-04.cnf,sat
uf175-050.cnf,sat
uf175-051.cnf,sat
uf175-052.cnf,sat
uf175-053.cnf,sat
uf175-054.cnf,sat
uf175-055.cnf,sat
uf175-056.cnf,sat
uf175-057.cnf,sat
uf175-058.cnf,sat
uf175-059.cnf,sat
uf175-05.cnf,sat
uf175-060.cnf,sat
uf175-061.cnf,sat
uf175-062.cnf,sat
uf175-063.cnf,sat
uf175-064.cnf,sat
uf175-065.cnf,sat
uf175-066.cnf,sat
uf175-067.cnf,sat
uf175-068.cnf,sat
uf175-069.cnf,sat
uf175-06.cnf,sat
uf175-070.cnf,sat
uf175-071.cnf,sat
uf175-072.cnf,sat
uf175-073.cnf,sat
uf175-074.cnf,sat
uf175-075.cnf,sat
uf175-076.cnf,sat
uf175-077.cnf,sat
uf175-078.cnf,sat
uf175-079.cnf,sat
uf175-07.cnf,sat
uf175-080.cnf,sat
uf175-081.cnf,sat
uf175-082.cnf,sat
uf175-083.cnf,sat
uf175-084.cnf,sat
uf175-085.cnf,sat
uf175-086.cnf,sat
uf175-087.cnf,sat
uf175-088.cnf,sat
uf175-089.cnf,sat
uf175-08.cnf,sat
uf175-090.cnf,sat
uf175-091.cnf,sat
uf175-092.cnf,sat
uf175-093.cnf,sat
uf175-094.cnf,sat
uf175-095.cnf,sat
uf175-096.cnf,sat
uf175-097.cnf,sat
uf175-098.cnf,sat
uf175-099.cnf,sat
uf175-09.cnf,sat
